Investor Date;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE;Rabatt/Premie;Genomsnittsrabatt senaste 100 handelsdagarna;Nuvarande rabatt minus snitt;Avkastning 200 handelsdagar;OMX Date;Index Value;Avkastning OMXS#=
2021-06-21;786;831;852;1,083969466;1,157633855;-7,37%;6,54%;2021-06-21;2 265,86795126607;-6,45%
2021-06-22;788,8;831;852;1,080121704;1,156395442;-7,63%;6,95%;2021-06-22;2 268,00380318411;-5,80%
2021-06-23;776,8;831;844;1,086508754;1,155090996;-6,86%;8,29%;2021-06-23;2 242,24075341951;-4,89%
2021-06-24;788,4;831;856;1,085743278;1,153690301;-6,79%;5,56%;2021-06-24;2 270,93964750978;-7,47%
2021-06-28;786;831;856;1,089058524;1,152502599;-6,34%;6,54%;2021-06-28;2 256,33862474508;-6,57%
2021-06-29;795,2;831;864;1,086519115;1,151327224;-6,48%;5,63%;2021-06-29;2 279,75497598884;-6,49%
2021-06-30;789;831;856;1,084917617;1,150060739;-6,51%;5,10%;2021-06-30;2 263,13078066059;-7,31%
2021-07-01;794,6;831;860;1,082305563;1,148825035;-6,65%;3,90%;2021-07-01;2 273,88866363589;-7,55%
2021-07-02;799,6;831;868;1,085542771;1,147663774;-6,21%;4,13%;2021-07-02;2 288,92913017692;-8,32%
2021-07-05;805,2;831;868;1,077993045;1,146350414;-6,84%;3,50%;2021-07-05;2 299,06597356100;-8,97%
2021-07-06;803,6;831;868;1,080139373;1,145130745;-6,50%;3,66%;2021-07-06;2 288,69557174933;-8,34%
2021-07-07;823,6;831;880;1,068479845;1,14381237;-7,53%;1,58%;2021-07-07;2 326,07493407237;-9,33%
2021-07-08;809,6;831;872;1,077075099;1,142791417;-6,57%;1,43%;2021-07-08;2 289,94357291408;-7,14%
2021-07-09;820,8;831;880;1,072124756;1,141646426;-6,95%;-3,51%;2021-07-09;2 319,53262088059;-9,68%
2021-07-12;833,6;831;888;1,065259117;1,14040303;-7,51%;-8,47%;2021-07-12;2 337,73006304120;-12,28%
2021-07-13;837,2;831;892;1,065456283;1,139051284;-7,36%;-10,24%;2021-07-13;2 349,18830960597;-14,08%
2021-07-14;836,8;831;892;1,065965583;1,137568717;-7,16%;-9,68%;2021-07-14;2 356,33961756121;-13,06%
2021-07-15;836,4;860;892;1,066475371;1,136014465;-6,95%;-10,00%;2021-07-15;2 344,48934431236;-13,05%
2021-07-16;845,2;860;892;1,05537151;1,134329509;-7,90%;-9,54%;2021-07-16;2 338,80447407911;-11,97%
2021-07-19;813,2;860;880;1,082144614;1,132915651;-5,08%;-8,45%;2021-07-19;2 287,46453529816;-11,67%
2021-07-20;822,4;860;888;1,079766537;1,131604731;-5,18%;-11,04%;2021-07-20;2 303,54028672843;-11,68%
2021-07-21;842;860;900;1,06888361;1,130195076;-6,13%;-15,37%;2021-07-21;2 334,37272090048;-13,85%
2021-07-22;854,8;860;916;1,071595695;1,128831208;-5,72%;-17,43%;2021-07-22;2 352,34624803199;-15,61%
2021-07-23;864,8;860;924;1,068455134;1,127414054;-5,90%;-20,07%;2021-07-23;2 384,68688408743;-17,73%
2021-07-26;860,4;860;920;1,069270107;1,126121547;-5,69%;-21,68%;2021-07-26;2 387,65849554276;-19,80%
2021-07-27;854,4;860;916;1,072097378;1,12491087;-5,28%;-20,58%;2021-07-27;2 375,97228021663;-18,22%
2021-07-28;854;860;916;1,072599532;1,123710881;-5,11%;-18,93%;2021-07-28;2 381,89023533825;-16,98%
2021-07-29;859,6;860;916;1,065611913;1,122601615;-5,70%;-20,11%;2021-07-29;2 384,19333522060;-17,23%
2021-07-30;853,2;860;916;1,073605251;1,121525159;-4,79%;-17,52%;2021-07-30;2 369,89317490457;-15,13%
2021-08-02;858,4;860;920;1,071761417;1,120549121;-4,88%;-18,45%;2021-08-02;2 381,65745766383;-15,84%
2021-08-03;857,2;860;924;1,077928138;1,119611056;-4,17%;-17,04%;2021-08-03;2 380,14332638796;-14,82%
2021-08-04;872;860;932;1,068807339;1,118636248;-4,98%;-19,93%;2021-08-04;2 393,10334938545;-16,32%
2021-08-05;874;860;932;1,066361556;1,117708787;-5,13%;-20,80%;2021-08-05;2 393,67756772531;-16,76%
2021-08-06;862;860;928;1,076566125;1,116919113;-4,04%;-18,86%;2021-08-06;2 380,46201787486;-16,23%
2021-08-09;864,8;860;932;1,077705828;1,116057314;-3,84%;-18,17%;2021-08-09;2 384,75785911181;-15,34%
2021-08-10;870;860;936;1,075862069;1,115189575;-3,93%;-18,88%;2021-08-10;2 393,73573501061;-16,40%
2021-08-11;873,6;860;940;1,076007326;1,114357617;-3,84%;-20,15%;2021-08-11;2 401,48683746450;-17,48%
2021-08-12;872;860;936;1,073394495;1,113354252;-4,00%;-16,17%;2021-08-12;2 405,52675323563;-14,44%
2021-08-13;872;860;936;1,073394495;1,112318989;-3,89%;-14,54%;2021-08-13;2 407,04269594406;-13,78%
2021-08-16;836,8;860;932;1,11376673;1,111698159;0,21%;-12,51%;2021-08-16;2 373,54762639772;-13,94%
2021-08-17;853,6;860;932;1,091846298;1,110855166;-1,90%;-15,18%;2021-08-17;2 383,45304136217;-14,36%
2021-08-18;839,6;860;932;1,110052406;1,110200113;-0,01%;-12,34%;2021-08-18;2 371,37404287795;-12,47%
2021-08-19;827,6;860;920;1,111648139;1,109591408;0,21%;-11,34%;2021-08-19;2 330,29616176797;-11,20%
2021-08-20;833,2;860;932;1,118578973;1,109082004;0,95%;-10,63%;2021-08-20;2 360,49746728502;-12,13%
2021-08-23;835,2;860;932;1,115900383;1,108364966;0,75%;-11,39%;2021-08-23;2 371,55410212311;-12,72%
2021-08-24;827,6;860;928;1,121314645;1,107797966;1,35%;-13,10%;2021-08-24;2 367,05175097607;-13,65%
2021-08-25;819,2;860;932;1,137695313;1,107375582;3,03%;-13,95%;2021-08-25;2 376,16309077700;-16,22%
2021-08-26;820,8;860;932;1,135477583;1,107008615;2,85%;-15,09%;2021-08-26;2 371,70210255424;-17,51%
2021-08-27;818,8;860;932;1,138251099;1,106675378;3,16%;-16,52%;2021-08-27;2 373,13765282529;-18,61%
2021-08-30;826,8;860;932;1,127237542;1,106297083;2,09%;-15,11%;2021-08-30;2 372,80585871053;-17,95%
2021-08-31;825,6;860;928;1,124031008;1,10575483;1,83%;-18,39%;2021-08-31;2 351,24678993586;-19,60%
2021-09-01;832,8;860;924;1,109510086;1,10513097;0,44%;-19,67%;2021-09-01;2 368,66938518358;-20,45%
2021-09-02;836,4;860;936;1,119081779;1,104640386;1,44%;-20,12%;2021-09-02;2 388,40143946450;-20,65%
2021-09-03;823,6;860;932;1,13161729;1,104381225;2,72%;-18,83%;2021-09-03;2 369,73307214018;-19,68%
2021-09-06;833,2;860;936;1,123379741;1,104010958;1,94%;-19,75%;2021-09-06;2 394,26305626915;-20,82%
2021-09-07;819,6;860;928;1,132259639;1,103714113;2,85%;-19,18%;2021-09-07;2 377,94441945251;-21,55%
2021-09-08;811,2;860;920;1,134122288;1,103513097;3,06%;-18,34%;2021-09-08;2 347,16277614496;-20,52%
2021-09-09;811,2;860;924;1,139053254;1,103419472;3,56%;-15,01%;2021-09-09;2 353,39427551721;-18,21%
2021-09-10;814,4;860;924;1,134577603;1,10301454;3,16%;-16,27%;2021-09-10;2 349,67441979860;-18,58%
2021-09-13;802;860;920;1,14713217;1,102756598;4,44%;-15,46%;2021-09-13;2 335,33892959542;-18,29%
2021-09-14;809,6;860;924;1,141304348;1,102347886;3,90%;-16,91%;2021-09-14;2 341,77173791715;-20,03%
2021-09-15;803,8;860;920;1,144563324;1,101978144;4,26%;-15,52%;2021-09-15;2 324,74557029279;-19,31%
2021-09-16;805,4;860;928;1,152222498;1,101729116;5,05%;-14,84%;2021-09-16;2 344,02821159375;-19,22%
2021-09-17;791,36;860;916;1,157501011;1,101588195;5,59%;-14,02%;2021-09-17;2 323,55215399183;-19,69%
2021-09-20;770,8;860;900;1,167618059;1,101597615;6,60%;-9,06%;2021-09-20;2 272,46388267487;-15,57%
2021-09-21;774,96;860;900;1,161350263;1,101640328;5,97%;-7,94%;2021-09-21;2 274,88191147338;-14,08%
2021-09-22;776;860;904;1,164948454;1,101688276;6,33%;-7,25%;2021-09-22;2 299,14600657561;-14,27%
2021-09-23;791,2;860;916;1,157735086;1,101714167;5,60%;-10,02%;2021-09-23;2 338,00402773721;-17,13%
2021-09-24;778,64;860;908;1,166135827;1,101750532;6,44%;-6,97%;2021-09-24;2 313,27331716242;-14,89%
2021-09-27;778,16;860;904;1,161714814;1,101859145;5,99%;-8,68%;2021-09-27;2 304,01204988902;-16,18%
2021-09-28;754,56;860;884;1,171543681;1,102143561;6,94%;-6,13%;2021-09-28;2 254,02443737727;-15,55%
2021-09-29;755,76;860;888;1,174976183;1,102456511;7,25%;-8,21%;2021-09-29;2 255,54913251875;-15,59%
2021-09-30;756,56;860;892;1,179020831;1,102828909;7,62%;-6,92%;2021-09-30;2 259,17543835835;-14,55%
2021-10-01;760;860;888;1,168421053;1,102985556;6,54%;-6,84%;2021-10-01;2 254,17907303875;-13,00%
2021-10-04;746,96;860;884;1,183463639;1,103257914;8,02%;-5,71%;2021-10-04;2 233,29762890461;-12,18%
2021-10-05;756,56;860;896;1,18430792;1,103712882;8,06%;-3,80%;2021-10-05;2 254,83509991044;-12,37%
2021-10-06;742;860;888;1,196765499;1,104347243;9,24%;-1,32%;2021-10-06;2 221,06394274668;-10,87%
2021-10-07;757,52;860;900;1,188087443;1,105079852;8,30%;-3,63%;2021-10-07;2 257,73538090070;-12,71%
2021-10-08;750,72;860;892;1,188192668;1,105894326;8,23%;-4,51%;2021-10-08;2 240,22260253544;-12,38%
2021-10-11;748,96;860;892;1,190984832;1,106858355;8,41%;-4,07%;2021-10-11;2 233,51849939091;-11,74%
2021-10-12;761,76;860;900;1,18147448;1,10769494;7,38%;-4,30%;2021-10-12;2 251,00909593897;-11,33%
2021-10-13;770,24;860;904;1,173660158;1,108404578;6,53%;-1,95%;2021-10-13;2 276,95305561920;-10,73%
2021-10-14;783,36;860;912;1,164215686;1,108997535;5,52%;-4,79%;2021-10-14;2 296,77086034877;-12,44%
2021-10-15;787,76;860;916;1,162790698;1,109608692;5,32%;-7,23%;2021-10-15;2 314,97571276367;-13,87%
2021-10-18;780,08;892;916;1,17423854;1,110353452;6,39%;-5,22%;2021-10-18;2 311,70028527943;-13,24%
2021-10-19;790,56;892;920;1,163732038;1,111038647;5,27%;-6,45%;2021-10-19;2 326,65972794254;-13,14%
2021-10-20;786,96;892;924;1,174138457;1,111915315;6,22%;-7,77%;2021-10-20;2 326,25107140986;-14,09%
2021-10-21;786,56;892;924;1,174735557;1,112742473;6,20%;-5,57%;2021-10-21;2 325,15087752682;-13,25%
2021-10-22;798,24;892;936;1,172579675;1,113551093;5,90%;-9,55%;2021-10-22;2 348,83951853509;-15,38%
2021-10-25;796,08;892;932;1,170736609;1,114436016;5,63%;-7,31%;2021-10-25;2 330,13038116122;-13,07%
2021-10-26;803,6;892;940;1,169736187;1,11534127;5,44%;-8,59%;2021-10-26;2 344,19995226517;-13,64%
2021-10-27;803,4;892;936;1,165048544;1,116169875;4,89%;-8,65%;2021-10-27;2 323,16829977493;-12,51%
2021-10-28;802,4;892;936;1,166500499;1,117051309;4,94%;-7,68%;2021-10-28;2 313,23658859457;-11,96%
2021-10-29;791,6;892;936;1,182415361;1,118042265;6,44%;-5,68%;2021-10-29;2 290,85375525266;-10,12%
2021-11-01;803,8;892;936;1,164468773;1,118850033;4,56%;-8,25%;2021-11-01;2 302,25835652638;-11,62%
2021-11-02;808,8;892;944;1,167161227;1,119741925;4,74%;-7,79%;2021-11-02;2 302,66728830534;-10,83%
2021-11-03;822,2;892;952;1,157869132;1,120485802;3,74%;-10,81%;2021-11-03;2 317,66958646038;-12,07%
2021-11-04;835,2;892;956;1,144636015;1,121039835;2,36%;-13,64%;2021-11-04;2 330,06592578961;-14,34%
2021-11-05;836,6;892;960;1,147501793;1,121668868;2,58%;-15,52%;2021-11-05;2 324,89830197922;-14,59%
2021-11-08;833;892;960;1,152460984;1,122283821;3,02%;-14,96%;2021-11-08;2 331,84506110846;-14,94%
2021-11-09;824,2;892;960;1,164765834;1,12310003;4,17%;-13,09%;2021-11-09;2 327,11845289704;-14,60%
2021-11-10;828,8;892;964;1,163127413;1,123883772;3,92%;-15,92%;2021-11-10;2 331,42403474143;-16,10%
2021-11-11;835,2;892;972;1,163793103;1,124712201;3,91%;-16,93%;2021-11-11;2 346,46167955306;-17,32%
2021-11-12;875,8;892;972;1,10984243;1,124943228;-1,51%;-20,82%;2021-11-12;2 365,44992464099;-17,88%
2021-11-15;873,4;892;980;1,122051752;1,125302718;-0,33%;-22,74%;2021-11-15;2 374,47422656416;-19,13%
2021-11-16;869,6;892;984;1,131554738;1,125723472;0,58%;-23,68%;2021-11-16;2 385,62634386432;-21,38%
2021-11-17;872;892;984;1,128440367;1,126138534;0,23%;-21,47%;2021-11-17;2 384,09928975607;-19,26%
2021-11-18;864,6;892;980;1,133472126;1,126619272;0,69%;-21,26%;2021-11-18;2 373,03598630049;-19,98%
2021-11-19;862;892;984;1,141531323;1,127205665;1,43%;-21,15%;2021-11-19;2 373,92269926074;-19,83%
2021-11-22;860,2;892;988;1,1485701;1,127829698;2,07%;-21,50%;2021-11-22;2 368,56793989562;-19,88%
2021-11-23;846;892;968;1,144208038;1,128485292;1,57%;-19,29%;2021-11-23;2 334,31470691802;-18,29%
2021-11-24;843,4;892;972;1,152478065;1,129201517;2,33%;-17,80%;2021-11-24;2 336,50442178025;-17,22%
2021-11-25;854,2;892;976;1,142589557;1,129935277;1,27%;-17,32%;2021-11-25;2 335,58972845848;-15,46%
2021-11-26;821,4;892;956;1,163866569;1,130794598;3,31%;-15,61%;2021-11-26;2 242,17927918421;-13,56%
2021-11-29;847,4;892;968;1,142317678;1,131489578;1,08%;-19,20%;2021-11-29;2 272,27475810991;-15,66%
2021-11-30;839,8;892;964;1,147892355;1,132307728;1,56%;-17,86%;2021-11-30;2 241,66210739757;-14,72%
2021-12-01;852,8;892;972;1,139774859;1,133043556;0,67%;-20,34%;2021-12-01;2 290,72413427190;-17,86%
2021-12-02;851;892;964;1,132784959;1,133705134;-0,09%;-20,39%;2021-12-02;2 263,20092270069;-17,02%
2021-12-03;843,6;892;952;1,128496918;1,134319209;-0,58%;-21,72%;2021-12-03;2 240,83253455019;-17,14%
2021-12-06;853;892;952;1,116060961;1,134920094;-1,89%;-21,74%;2021-12-06;2 285,53082365018;-17,80%
2021-12-07;881,8;892;972;1,102290769;1,135119561;-3,28%;-26,50%;2021-12-07;2 334,84509316381;-21,28%
2021-12-08;873,6;892;976;1,117216117;1,135490349;-1,83%;-26,45%;2021-12-08;2 326,55401230795;-21,86%
2021-12-09;879,2;892;976;1,110100091;1,135898433;-2,58%;-27,44%;2021-12-09;2 323,89290959118;-22,04%
2021-12-10;874,8;892;972;1,111111111;1,136289675;-2,52%;-26,34%;2021-12-10;2 315,73319128989;-21,00%
2021-12-13;872;892;968;1,110091743;1,136701918;-2,66%;-24,79%;2021-12-13;2 310,34855413309;-20,41%
2021-12-14;860,8;892;956;1,110594796;1,137111074;-2,65%;-26,12%;2021-12-14;2 286,36785306901;-21,52%
2021-12-15;873,4;892;960;1,099152736;1,137378949;-3,82%;-25,08%;2021-12-15;2 293,45612334100;-20,25%
2021-12-16;869,4;892;976;1,122613297;1,137874134;-1,53%;-23,83%;2021-12-16;2 311,02644361029;-20,40%
2021-12-17;866,8;892;968;1,116751269;1,138380465;-2,16%;-21,13%;2021-12-17;2 305,91936077858;-17,19%
2021-12-20;855;892;960;1,122807018;1,138867611;-1,61%;-20,93%;2021-12-20;2 285,71656565328;-17,62%
2021-12-21;860,6;892;972;1,129444574;1,139438731;-1,00%;-21,23%;2021-12-21;2 319,52109212842;-18,82%
2021-12-22;863,6;892;976;1,130152849;1,139955808;-0,98%;-24,19%;2021-12-22;2 334,80549089464;-21,12%
2021-12-23;884,8;892;984;1,112115732;1,140384604;-2,83%;-27,20%;2021-12-23;2 385,62712351620;-23,00%
2021-12-27;901,4;892;992;1,100510317;1,14072271;-4,02%;-28,39%;2021-12-27;2 406,61372887888;-23,79%
2021-12-28;910,2;892;992;1,089870358;1,140854435;-5,10%;-29,20%;2021-12-28;2 420,47447028660;-24,21%
2021-12-29;909,4;892;992;1,090829118;1,140984369;-5,02%;-27,79%;2021-12-29;2 418,90420155465;-23,24%
2021-12-30;911;892;988;1,084522503;1,141070116;-5,65%;-27,91%;2021-12-30;2 419,73438710295;-22,76%
2022-01-03;922,6;892;996;1,079557772;1,141105269;-6,15%;-26,40%;2022-01-03;2 444,18859448484;-21,92%
2022-01-04;931,2;892;996;1,069587629;1,141067577;-7,15%;-25,29%;2022-01-04;2 456,17156797456;-21,07%
2022-01-05;912;892;992;1,087719298;1,141209406;-5,35%;-24,91%;2022-01-05;2 442,81095296089;-21,14%
2022-01-07;901,8;892;972;1,077844311;1,140853739;-6,30%;-24,10%;2022-01-07;2 400,95207984023;-20,62%
2022-01-10;875,2;892;952;1,087751371;1,140813195;-5,31%;-21,82%;2022-01-10;2 352,73306607810;-19,18%
2022-01-11;874,2;892;960;1,098146877;1,140695319;-4,25%;-19,47%;2022-01-11;2 379,18898809460;-18,51%
2022-01-12;878;892;972;1,107061503;1,140649906;-3,36%;-17,43%;2022-01-12;2 399,17573991386;-18,08%
2022-01-13;867;892;964;1,111880046;1,14058358;-2,87%;-16,50%;2022-01-13;2 397,96017119756;-17,84%
2022-01-14;834,6;892;948;1,135873472;1,140781334;-0,49%;-13,66%;2022-01-14;2 358,29072791491;-16,54%
2022-01-17;841,4;892;952;1,131447587;1,14088166;-0,94%;-13,69%;2022-01-17;2 363,12016084736;-16,45%
2022-01-18;813,6;892;940;1,155358899;1,141056547;1,43%;-11,33%;2022-01-18;2 322,79630559202;-15,25%
2022-01-19;821,2;892;944;1,149537263;1,141195752;0,83%;-12,21%;2022-01-19;2 332,95782270847;-15,34%
2022-01-20;832;892;952;1,144230769;1,141254956;0,30%;-13,66%;2022-01-20;2 354,50873834028;-15,88%
2022-01-21;815;992;944;1,158282209;1,141562329;1,67%;-12,56%;2022-01-21;2 314,06243877163;-15,30%
2022-01-24;777,12;992;908;1,168416718;1,142001792;2,64%;-6,94%;2022-01-24;2 223,98591932835;-10,12%
2022-01-25;787,2;992;904;1,148373984;1,142386583;0,60%;-8,10%;2022-01-25;2 239,72356577815;-10,32%
2022-01-26;801;992;916;1,143570537;1,142629046;0,09%;-7,96%;2022-01-26;2 286,11018358722;-10,94%
2022-01-27;793,68;992;908;1,144037899;1,142752022;0,13%;-7,19%;2022-01-27;2 270,12483236855;-10,44%
2022-01-28;790,24;992;900;1,138894513;1,142905634;-0,40%;-2,03%;2022-01-28;2 266,82007783583;-7,09%
2022-01-31;801,4;992;912;1,138008485;1,142962553;-0,50%;-3,59%;2022-01-31;2 290,15916838830;-7,92%
2022-02-01;809,2;992;920;1,136925358;1,142990306;-0,61%;-5,02%;2022-02-01;2 313,20176613390;-8,87%
2022-02-02;823,2;992;928;1,127308066;1,142874017;-1,56%;-6,82%;2022-02-02;2 324,47726648740;-9,74%
2022-02-03;801,8;992;912;1,137440758;1,142902365;-0,55%;-5,54%;2022-02-03;2 277,66877134900;-8,90%
2022-02-04;793,2;992;900;1,134644478;1,142778725;-0,81%;-4,42%;2022-02-04;2 254,30206214110;-8,31%
2022-02-07;796,8;992;904;1,134538153;1,142711733;-0,82%;-3,88%;2022-02-07;2 278,64493588001;-8,39%
2022-02-08;794,56;992;900;1,132702376;1,142594298;-0,99%;-3,98%;2022-02-08;2 274,39765960356;-8,43%
2022-02-09;817,2;992;912;1,116005874;1,142235717;-2,62%;-5,98%;2022-02-09;2 313,14124717889;-9,36%
2022-02-10;811,2;992;916;1,129191321;1,141955423;-1,28%;-4,78%;2022-02-10;2 314,26044883239;-8,83%
2022-02-11;805,6;992;904;1,122144985;1,141505195;-1,94%;-3,88%;2022-02-11;2 293,77218584093;-8,15%
2022-02-14;779,84;992;892;1,143824374;1,141331671;0,25%;0,14%;2022-02-14;2 240,96528583043;-5,54%
2022-02-15;802,2;992;904;1,126901022;1,140954964;-1,41%;-3,63%;2022-02-15;2 282,06242327059;-8,14%
2022-02-16;801,6;992;900;1,122754491;1,140608621;-1,79%;-4,48%;2022-02-16;2 263,40519874047;-7,56%
2022-02-17;786,16;992;892;1,134629083;1,140296673;-0,57%;-1,80%;2022-02-17;2 229,14708973974;-5,68%
2022-02-18;777,04;992;884;1,137650571;1,140058413;-0,24%;-0,18%;2022-02-18;2 197,71672566934;-3,30%
2022-02-21;754,56;992;876;1,160941476;1,139953441;2,10%;2,42%;2022-02-21;2 159,29993861768;-1,38%
2022-02-22;773,84;992;876;1,132016954;1,139528102;-0,75%;0,95%;2022-02-22;2 157,91575394170;-0,84%
2022-02-23;760,24;992;868;1,141744712;1,139159032;0,26%;1,34%;2022-02-23;2 142,02873157670;-1,44%
2022-02-24;751,28;992;856;1,139388776;1,138871583;0,05%;1,86%;2022-02-24;2 078,06256700702;0,50%
2022-02-25;767,68;992;872;1,135889954;1,138400557;-0,25%;-0,78%;2022-02-25;2 141,52430467565;-2,32%
2022-02-28;776,4;992;880;1,133436373;1,137896878;-0,45%;-0,10%;2022-02-28;2 134,07284171208;-0,83%
2022-03-01;759,6;992;868;1,142706688;1,137361642;0,53%;2,14%;2022-03-01;2 084,93255074647;1,15%
2022-03-02;770,32;992;876;1,137189739;1,136857705;0,03%;2,39%;2022-03-02;2 096,53359616970;2,11%
2022-03-03;744,4;992;860;1,155292853;1,136531964;1,88%;6,44%;2022-03-03;2 048,51101754721;4,42%
2022-03-04;727,68;992;840;1,154353562;1,136169278;1,82%;5,99%;2022-03-04;1 985,54144972792;4,73%
2022-03-07;726,72;992;844;1,161382651;1,135970349;2,54%;4,15%;2022-03-07;1 980,35080311680;3,32%
2022-03-08;730,4;992;840;1,150054765;1,135736632;1,43%;3,46%;2022-03-08;1 972,04288848170;3,85%
2022-03-09;759,52;992;860;1,13229408;1,135420577;-0,31%;-1,03%;2022-03-09;2 041,61505784687;-0,25%
2022-03-10;755,12;992;860;1,138891832;1,135183954;0,37%;1,07%;2022-03-10;2 038,92284644675;1,29%
2022-03-11;766,24;992;876;1,143244936;1,134877087;0,84%;-1,69%;2022-03-11;2 070,79730346885;-1,33%
2022-03-14;785,12;992;884;1,125942531;1,134502934;-0,86%;-3,48%;2022-03-14;2 096,44013208828;-2,01%
2022-03-15;781,04;992;880;1,126702858;1,134033274;-0,73%;-2,21%;2022-03-15;2 085,08307390536;-0,84%
2022-03-16;816;992;900;1,102941176;1,133322439;-3,04%;-6,97%;2022-03-16;2 167,15400375717;-5,28%
2022-03-17;824;992;908;1,101941748;1,132623053;-3,07%;-6,84%;2022-03-17;2 159,00086578257;-3,88%
2022-03-18;836,8;992;912;1,089866157;1,131822356;-4,20%;-9,87%;2022-03-18;2 178,82507986768;-6,22%
2022-03-21;834;992;920;1,103117506;1,131162765;-2,80%;-8,63%;2022-03-21;2 181,04716677668;-4,83%
2022-03-22;836,8;992;916;1,094646272;1,130465713;-3,58%;-8,02%;2022-03-22;2 182,77684642067;-4,25%
2022-03-23;826,8;992;908;1,098209966;1,129789569;-3,16%;-5,73%;2022-03-23;2 155,64180215497;-1,64%
2022-03-24;812,4;992;900;1,107828656;1,129051087;-2,12%;-4,44%;2022-03-24;2 134,16458841796;0,15%
2022-03-25;810,8;992;892;1,100148002;1,128414247;-2,83%;-1,87%;2022-03-25;2 106,52002773433;4,05%
2022-03-28;823,4;992;900;1,093028905;1,127680264;-3,47%;-4,10%;2022-03-28;2 124,93126936346;2,62%
2022-03-29;840,2;992;908;1,080695073;1,126916164;-4,62%;-2,71%;2022-03-29;2 154,37570827883;2,48%
2022-03-30;834;992;900;1,079136691;1,126267656;-4,71%;-0,77%;2022-03-30;2 130,30026090291;4,46%
2022-03-31;824,6;992;904;1,09628911;1,1257606;-2,95%;0,00%;2022-03-31;2 095,17270723449;5,82%
2022-04-01;837,4;992;904;1,079531884;1,12503853;-4,55%;-0,98%;2022-04-01;2 119,61549622358;4,98%
2022-04-04;843,6;992;912;1,081081081;1,124209968;-4,31%;-2,51%;2022-04-04;2 136,44233037463;3,58%
2022-04-05;841,2;992;908;1,079410366;1,123381086;-4,40%;-2,71%;2022-04-05;2 132,52309789021;4,04%
2022-04-06;832,2;992;892;1,071857727;1,122470835;-5,06%;-3,41%;2022-04-06;2 101,21006673965;3,46%
2022-04-07;837,4;992;900;1,074755195;1,122123436;-4,74%;-3,34%;2022-04-07;2 108,03542618445;4,24%
2022-04-08;840;992;908;1,080952381;1,121716512;-4,08%;-1,88%;2022-04-08;2 131,86216479204;4,35%
2022-04-11;829,2;992;900;1,085383502;1,121259371;-3,59%;-1,47%;2022-04-11;2 097,70729328776;5,65%
2022-04-12;825,6;992;900;1,090116279;1,120879925;-3,08%;-1,77%;2022-04-12;2 102,20399045153;4,86%
2022-04-13;832,6;992;896;1,076147009;1,120312349;-4,42%;-1,92%;2022-04-13;2 098,57739979686;4,38%
2022-04-14;833,4;992;896;1,075113991;1,119654752;-4,45%;-2,09%;2022-04-14;2 092,85671036544;5,01%
2022-04-19;833;992;900;1,080432173;1,118980119;-3,85%;-2,59%;2022-04-19;2 097,89217831832;4,87%
2022-04-20;836,6;992;904;1,080564188;1,118349982;-3,78%;-3,25%;2022-04-20;2 109,10240653269;4,24%
2022-04-21;821,2;892;904;1,100828057;1,117838595;-1,70%;-1,56%;2022-04-21;2 126,44290423467;3,94%
2022-04-22;792;892;892;1,126262626;1,117676943;0,86%;6,62%;2022-04-22;2 094,94182647866;9,19%
2022-04-25;762,96;892;876;1,148159799;1,11752143;3,06%;10,20%;2022-04-25;2 050,63777094704;11,89%
2022-04-26;751,44;892;860;1,144469286;1,117542733;2,69%;9,82%;2022-04-26;2 018,32722705901;11,88%
2022-04-27;755,76;892;872;1,153805441;1,117601279;3,62%;8,50%;2022-04-27;2 048,68705837694;10,06%
2022-04-28;752,72;892;864;1,147837177;1,117681103;3,02%;8,96%;2022-04-28;2 038,56321710555;10,08%
2022-04-29;764,56;892;872;1,140525269;1,11775774;2,28%;7,07%;2022-04-29;2 058,89769188427;8,57%
2022-05-02;744,48;892;856;1,149795831;1,117968621;3,18%;8,72%;2022-05-02;2 020,40618091972;8,93%
2022-05-03;731,6;892;860;1,175505741;1,118557183;5,69%;11,86%;2022-05-03;2 034,46408775123;9,77%
2022-05-04;712,56;892;852;1,195688784;1,119481916;7,62%;14,43%;2022-05-04;2 011,12094688846;11,01%
2022-05-05;705,84;892;848;1,201405418;1,120315473;8,11%;16,29%;2022-05-05;1 985,12843814662;13,60%
2022-05-06;691,2;892;832;1,203703704;1,121242241;8,25%;18,63%;2022-05-06;1 961,99666838430;15,01%
2022-05-09;673,84;892;820;1,21690609;1,122289716;9,46%;20,92%;2022-05-09;1 914,82496132525;17,47%
2022-05-10;678,56;892;828;1,220231078;1,123380205;9,69%;19,58%;2022-05-10;1 943,11044855418;15,20%
2022-05-11;692,32;892;832;1,201756413;1,124282795;7,75%;15,99%;2022-05-11;1 977,46816462450;12,44%
2022-05-12;686,72;892;832;1,211556384;1,125395703;8,62%;16,73%;2022-05-12;1 973,47689952231;12,66%
2022-05-13;703,68;892;848;1,205093224;1,126212336;7,89%;14,68%;2022-05-13;2 011,33405443869;10,75%
2022-05-16;700;892;844;1,205714286;1,127093157;7,86%;14,46%;2022-05-16;2 004,49248596129;10,07%
2022-05-17;711,12;892;852;1,198110024;1,127838732;7,03%;14,19%;2022-05-17;2 027,33938982087;10,24%
