Investor Date;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE;Rabatt/Premie;Genomsnittsrabatt senaste 100 handelsdagarna;Nuvarande rabatt minus snitt;Avkastning 200 handelsdagar;OMX Date;Index Value;Avkastning OMXS#=
2020-02-19;565,2;634;675;1,194267516;1,224358452;-3,01%;5,17%;2020-02-19;1 900,28162755373;0,98%
2020-02-20;563,6;634;672;1,192334989;1,224016068;-3,17%;4,65%;2020-02-20;1 898,92520902964;0,70%
2020-02-21;559,2;634;664;1,187410587;1,223621297;-3,62%;5,76%;2020-02-21;1 879,09565435032;2,01%
2020-02-24;530,8;634;645;1,215146948;1,223633551;-0,85%;11,30%;2020-02-24;1 798,20459316468;6,08%
2020-02-25;517,6;634;638;1,232612056;1,223845232;0,88%;15,49%;2020-02-25;1 769,14073668645;8,84%
2020-02-26;516,4;634;644;1,247095275;1,224338688;2,28%;14,76%;2020-02-26;1 782,09545996512;8,10%
2020-02-27;494,8;634;627;1,267178658;1,225051818;4,21%;19,12%;2020-02-27;1 721,58866153948;10,76%
2020-02-28;477,3;634;612;1,282212445;1,225754843;5,65%;22,69%;2020-02-28;1 668,83681521600;13,33%
2020-03-02;485,4;634;613;1,262875979;1,226189444;3,67%;20,97%;2020-03-02;1 679,13383519296;12,60%
2020-03-03;494,2;634;618;1,250505868;1,226579206;2,39%;18,98%;2020-03-03;1 694,55824030887;11,52%
2020-03-04;501,8;634;623;1,24153049;1,226868462;1,47%;17,10%;2020-03-04;1 704,20192608931;11,03%
2020-03-05;499,2;634;619;1,239983974;1,227172636;1,28%;18,95%;2020-03-05;1 683,18623667025;12,00%
2020-03-06;482,9;634;602;1,246634914;1,22756536;1,91%;22,10%;2020-03-06;1 628,99737911170;15,83%
2020-03-09;457,8;634;579;1,26474443;1,228095307;3,66%;25,86%;2020-03-09;1 542,44097865343;19,62%
2020-03-10;456,8;634;578;1,265323993;1,2286227;3,67%;27,23%;2020-03-10;1 533,78562187304;21,48%
2020-03-11;452,7;634;569;1,256903026;1,229098826;2,78%;29,00%;2020-03-11;1 511,96102912108;23,55%
2020-03-12;400;634;529;1,3225;1,230224883;9,23%;46,00%;2020-03-12;1 352,12933885229;38,15%
2020-03-13;408,6;634;533;1,304454234;1,231162266;7,33%;42,93%;2020-03-13;1 376,45515190393;35,71%
2020-03-16;388,8;634;520;1,33744856;1,23243497;10,50%;52,98%;2020-03-16;1 329,15785337529;41,92%
2020-03-17;390;634;532;1,364102564;1,233672051;13,04%;54,21%;2020-03-17;1 372,78793464063;37,90%
2020-03-18;391,4;634;520;1,328564129;1,234439777;9,41%;53,09%;2020-03-18;1 337,23781566004;40,19%
2020-03-19;412,2;634;530;1,2857836;1,234867302;5,09%;45,37%;2020-03-19;1 380,58350976629;35,79%
2020-03-20;402,1;634;530;1,31808008;1,235526202;8,26%;51,70%;2020-03-20;1 355,54205348866;39,83%
2020-03-23;383,2;634;509;1,3282881;1,236185666;9,21%;56,63%;2020-03-23;1 292,27413950757;46,44%
2020-03-24;419,9;634;537;1,278875923;1,236396254;4,25%;45,61%;2020-03-24;1 383,87833618505;40,15%
2020-03-25;435,5;634;557;1,278989667;1,23656546;4,24%;42,59%;2020-03-25;1 446,56440667699;34,76%
2020-03-26;441,5;634;566;1,281993205;1,236807156;4,52%;39,03%;2020-03-26;1 470,89256451062;31,99%
2020-03-27;435,6;634;555;1,274104683;1,237053261;3,71%;41,37%;2020-03-27;1 419,28811111599;38,00%
2020-03-30;448,3;634;568;1,2670087;1,237204145;2,98%;37,27%;2020-03-30;1 449,20174092261;35,40%
2020-03-31;457,1;634;574;1,255742726;1,237248535;1,85%;35,86%;2020-03-31;1 482,42963113636;33,04%
2020-04-01;441,8;634;559;1,265278407;1,237439033;2,78%;40,15%;2020-04-01;1 425,99468892245;37,08%
2020-04-02;439,4;634;560;1,27446518;1,237745083;3,67%;41,60%;2020-04-02;1 427,18732298311;37,50%
2020-04-03;433,8;634;558;1,286307054;1,238231746;4,81%;42,92%;2020-04-03;1 404,58921359060;39,39%
2020-04-06;453,6;634;575;1,267636684;1,238528516;2,91%;37,57%;2020-04-06;1 461,23283072298;35,39%
2020-04-07;471,9;634;583;1,235431235;1,238588435;-0,32%;32,91%;2020-04-07;1 510,84578013729;31,53%
2020-04-08;473,6;634;583;1,230996622;1,23851275;-0,75%;31,97%;2020-04-08;1 499,51181640520;32,46%
2020-04-09;462,7;634;584;1,262156905;1,238845169;2,33%;34,77%;2020-04-09;1 498,76393388201;31,78%
2020-04-14;484,3;634;596;1,230642164;1,238813232;-0,82%;31,49%;2020-04-14;1 535,84149992930;29,68%
2020-04-15;470,6;634;581;1,234594135;1,238901482;-0,43%;34,00%;2020-04-15;1 480,59892789485;33,47%
2020-04-16;469,1;634;586;1,249200597;1,239175065;1,00%;32,64%;2020-04-16;1 483,79236111696;32,86%
2020-04-17;485,9;634;598;1,230705907;1,239256897;-0,86%;26,45%;2020-04-17;1 534,55119248853;26,99%
2020-04-20;486,5;634;601;1,235354573;1,239263959;-0,39%;30,40%;2020-04-20;1 541,16551209114;28,33%
2020-04-21;478,2;634;589;1,231702217;1,239255027;-0,76%;34,30%;2020-04-21;1 493,45387755054;33,15%
2020-04-22;481,8;572;599;1,243254462;1,239260295;0,40%;32,63%;2020-04-22;1 527,63331070080;30,77%
2020-04-23;487,1;572;607;1,246150688;1,239380346;0,68%;31,64%;2020-04-23;1 541,88911762017;30,12%
2020-04-24;476,7;572;599;1,256555486;1,23960241;1,70%;33,42%;2020-04-24;1 514,12972569166;31,39%
2020-04-27;479,8;572;606;1,263026261;1,239941647;2,31%;32,39%;2020-04-27;1 539,51398030220;30,07%
2020-04-28;484,5;572;608;1,254901961;1,240214849;1,47%;31,56%;2020-04-28;1 568,50224038150;27,46%
2020-04-29;497,7;572;617;1,239702632;1,240343082;-0,06%;27,75%;2020-04-29;1 600,85527039305;24,81%
2020-04-30;491,2;572;616;1,254071661;1,240613219;1,35%;31,96%;2020-04-30;1 577,91688383931;27,39%
2020-05-04;464;572;593;1,278017241;1,241022306;3,70%;40,26%;2020-05-04;1 505,21100270098;34,51%
2020-05-05;473,7;572;607;1,281401731;1,241380979;4,00%;37,39%;2020-05-05;1 538,17808189057;32,58%
2020-05-06;466,8;572;604;1,293916024;1,241900186;5,20%;38,30%;2020-05-06;1 521,39984719632;33,96%
2020-05-07;475,2;572;610;1,283670034;1,242376602;4,13%;33,46%;2020-05-07;1 537,73504391718;31,18%
2020-05-08;483,6;572;615;1,271712159;1,242863153;2,88%;30,48%;2020-05-08;1 563,18780117081;28,96%
2020-05-11;476,5;572;617;1,294858342;1,243606331;5,13%;33,05%;2020-05-11;1 556,48771028424;30,87%
2020-05-12;480,1;572;622;1,295563424;1,24434707;5,12%;30,93%;2020-05-12;1 570,02959219254;29,36%
2020-05-13;465,6;572;614;1,318728522;1,245410123;7,33%;34,84%;2020-05-13;1 522,63526552036;32,46%
2020-05-14;447,8;572;600;1,339883877;1,246610304;9,33%;41,22%;2020-05-14;1 476,51745121341;37,98%
2020-05-15;458,7;572;604;1,31676477;1,247435329;6,93%;38,09%;2020-05-15;1 493,61552617895;36,51%
2020-05-18;479,7;572;625;1,302897644;1,248206592;5,47%;30,25%;2020-05-18;1 566,15637795339;28,33%
2020-05-19;482,5;572;625;1,295336788;1,248846168;4,65%;33,18%;2020-05-19;1 560,27689539839;31,69%
2020-05-20;480,7;572;626;1,302267527;1,249488487;5,28%;34,64%;2020-05-20;1 556,44265046617;32,81%
2020-05-22;478,9;572;625;1,305074128;1,250144321;5,49%;34,68%;2020-05-22;1 555,49320757712;33,32%
2020-05-25;492,4;572;633;1,285540211;1,250676671;3,49%;31,93%;2020-05-25;1 588,60105917595;30,00%
2020-05-26;495,1;572;634;1,280549384;1,251117342;2,94%;29,83%;2020-05-26;1 606,64839237046;27,51%
2020-05-27;489,6;572;631;1,28880719;1,251597215;3,72%;35,25%;2020-05-27;1 623,39398888006;29,55%
2020-05-28;501;572;642;1,281437126;1,251985946;2,95%;32,93%;2020-05-28;1 657,58202421265;28,19%
2020-05-29;501;572;634;1,265469062;1,252323684;1,31%;33,89%;2020-05-29;1 629,76394751261;30,97%
2020-06-01;500,8;572;640;1,277955272;1,252724901;2,52%;36,50%;2020-06-01;1 649,38285529278;31,30%
2020-06-02;505,4;572;644;1,274238227;1,253050896;2,12%;35,18%;2020-06-02;1 666,97598979119;30,11%
2020-06-03;519,6;572;654;1,258660508;1,253217909;0,54%;30,37%;2020-06-03;1 709,95957200973;26,43%
2020-06-04;516;572;652;1,263565891;1,253475513;1,01%;32,75%;2020-06-04;1 700,48307793663;28,21%
2020-06-05;527,4;572;660;1,251422071;1,253584795;-0,22%;29,62%;2020-06-05;1 730,51202220475;25,56%
2020-06-08;520,6;572;655;1,258163657;1,253755961;0,44%;30,16%;2020-06-08;1 717,66374395303;26,92%
2020-06-09;516,6;572;650;1,258226868;1,253932179;0,43%;30,31%;2020-06-09;1 696,70191732556;27,85%
2020-06-10;514;572;652;1,26848249;1,254186166;1,43%;32,30%;2020-06-10;1 692,32158825171;28,50%
2020-06-11;484,4;572;632;1,304706854;1,254913647;4,98%;40,67%;2020-06-11;1 609,05770154545;34,74%
2020-06-12;483;572;632;1,308488613;1,255690505;5,28%;41,70%;2020-06-12;1 609,07242072052;35,77%
2020-06-15;493,4;572;637;1,291041751;1,256258308;3,48%;39,08%;2020-06-15;1 616,13750738031;34,47%
2020-06-16;512,2;572;651;1,270987895;1,256636657;1,44%;35,49%;2020-06-16;1 671,83833452125;31,52%
2020-06-17;514,6;572;655;1,272833269;1,257074998;1,58%;33,11%;2020-06-17;1 677,53350747156;30,08%
2020-06-18;503,6;572;644;1,278792693;1,257579164;2,12%;38,32%;2020-06-18;1 667,92559943411;32,22%
2020-06-22;491,2;572;646;1,31514658;1,258563632;5,66%;41,78%;2020-06-22;1 657,70889319329;32,28%
2020-06-23;494,2;572;650;1,315256981;1,259425878;5,58%;42,37%;2020-06-23;1 683,36352586131;30,85%
2020-06-24;482,3;572;639;1,324901514;1,260674323;6,42%;47,02%;2020-06-24;1 642,90900474332;35,75%
2020-06-25;487,1;572;644;1,32211045;1,261875252;6,02%;45,68%;2020-06-25;1 660,95750965754;34,23%
2020-06-26;488,3;572;645;1,320909277;1,263031583;5,79%;44,89%;2020-06-26;1 657,66350881930;35,15%
2020-06-29;493,8;572;647;1,310247064;1,264045159;4,62%;44,73%;2020-06-29;1 671,52820265848;34,63%
2020-06-30;491,7;572;647;1,315842994;1,265166818;5,07%;44,97%;2020-06-30;1 664,38030174462;34,33%
2020-07-01;492,9;572;650;1,318725908;1,266448676;5,23%;46,32%;2020-07-01;1 675,03722069302;34,16%
2020-07-02;502,4;572;660;1,313694268;1,267747575;4,59%;42,50%;2020-07-02;1 703,82351560722;30,77%
2020-07-03;497,8;572;658;1,32181599;1,269079447;5,27%;44,50%;2020-07-03;1 695,25594455394;32,31%
2020-07-06;509,4;572;670;1,31527287;1,270347432;4,49%;43,52%;2020-07-06;1 730,88334620172;31,75%
2020-07-07;507;572;666;1,313609467;1,271627672;4,20%;43,57%;2020-07-07;1 720,45443963076;31,22%
2020-07-08;506,2;572;664;1,311734492;1,272847572;3,89%;40,16%;2020-07-08;1 712,53143978800;28,75%
2020-07-09;502,4;572;661;1,315684713;1,274042558;4,16%;42,52%;2020-07-09;1 697,84188502582;31,24%
2020-07-10;506,2;572;665;1,313709996;1,275251762;3,85%;40,66%;2020-07-10;1 711,62184313407;30,43%
2020-07-13;515,4;572;672;1,303841676;1,276417723;2,74%;38,55%;2020-07-13;1 742,73019275082;28,59%
2020-07-14;510,8;572;670;1,311667972;1,27764689;3,40%;40,17%;2020-07-14;1 738,59743675073;29,09%
2020-07-15;519,6;572;684;1,316397229;1,278860028;3,75%;38,63%;2020-07-15;1 767,84600576347;28,00%
2020-07-16;515,4;572;678;1,31548312;1,280060183;3,54%;39,70%;2020-07-16;1 754,54543217050;27,63%
2020-07-17;518,8;641;682;1,314572089;1,281270451;3,33%;39,44%;2020-07-17;1 770,15040921958;26,14%
2020-07-20;525,2;641;681;1,296648896;1,282352018;1,43%;36,88%;2020-07-20;1 784,53581203290;24,24%
2020-07-21;525,4;641;677;1,288542063;1,283078703;0,55%;37,91%;2020-07-21;1 775,38731657458;25,70%
2020-07-22;531;641;684;1,288135593;1,283628441;0,45%;33,65%;2020-07-22;1 779,84513917437;23,30%
2020-07-23;532,8;641;686;1,287537538;1,284028859;0,35%;37,33%;2020-07-23;1 781,09877623578;26,63%
2020-07-24;522,8;641;672;1,285386381;1,284209133;0,12%;38,75%;2020-07-24;1 750,24181471861;28,36%
2020-07-27;525,4;641;674;1,282832128;1,284215269;-0,14%;38,33%;2020-07-27;1 760,31124807237;28,39%
2020-07-28;522,8;641;673;1,287299158;1,284457083;0,28%;39,59%;2020-07-28;1 754,25044874180;29,12%
2020-07-29;526,4;641;674;1,280395137;1,284753016;-0,44%;34,82%;2020-07-29;1 760,58490512208;24,60%
2020-07-30;514,2;641;664;1,291326332;1,285246044;0,61%;38,29%;2020-07-30;1 720,28094925289;28,22%
2020-07-31;516,6;641;661;1,279519938;1,285637489;-0,61%;41,31%;2020-07-31;1 707,35141508833;31,66%
2020-08-03;533,6;641;674;1,263118441;1,285800693;-2,27%;36,99%;2020-08-03;1 746,32103644332;27,72%
2020-08-04;525,2;641;668;1,27189642;1,285871504;-1,40%;41,85%;2020-08-04;1 734,24670512021;29,72%
2020-08-05;532,2;641;671;1,260804209;1,285826754;-2,50%;38,64%;2020-08-05;1 745,48973322788;26,13%
2020-08-06;530;641;672;1,267924528;1,285935878;-1,80%;42,85%;2020-08-06;1 739,14286226621;28,82%
2020-08-07;533,6;641;673;1,261244378;1,285329386;-2,41%;41,45%;2020-08-07;1 740,45799876130;28,75%
2020-08-10;533,2;641;674;1,264066017;1,284929503;-2,09%;41,60%;2020-08-10;1 748,91358405699;28,37%
2020-08-11;542,6;641;680;1,253225212;1,284095609;-3,09%;38,85%;2020-08-11;1 786,28413971398;25,58%
2020-08-12;544,8;641;680;1,248164464;1,282947707;-3,48%;38,03%;2020-08-12;1 788,99428423147;24,49%
2020-08-13;542,4;641;680;1,253687316;1,282206352;-2,85%;38,90%;2020-08-13;1 786,79835811559;25,61%
2020-08-14;536,2;641;669;1,24766878;1,281828978;-3,42%;42,45%;2020-08-14;1 754,20331240342;28,57%
2020-08-17;544,4;641;675;1,239897134;1,281054889;-4,12%;40,78%;2020-08-17;1 773,53042174124;26,41%
2020-08-18;544;641;670;1,231617647;1,280097756;-4,85%;41,51%;2020-08-18;1 760,08948203736;28,66%
2020-08-19;550;641;675;1,227272727;1,279586833;-5,23%;40,00%;2020-08-19;1 775,23615874066;27,80%
2020-08-20;548,2;641;663;1,209412623;1,278897951;-6,95%;41,70%;2020-08-20;1 751,93122879596;29,76%
2020-08-21;549,8;641;660;1,200436522;1,27809046;-7,77%;41,69%;2020-08-21;1 753,13439008703;29,56%
2020-08-24;557;641;668;1,199281867;1,27734964;-7,81%;39,46%;2020-08-24;1 788,39743786629;26,80%
2020-08-25;556,2;641;668;1,201006832;1,276696156;-7,57%;40,17%;2020-08-25;1 786,26510438241;27,35%
2020-08-26;563;641;672;1,193605684;1,276080938;-8,25%;38,51%;2020-08-26;1 798,30984549269;26,36%
2020-08-27;561;641;667;1,188948307;1,275325194;-8,64%;38,93%;2020-08-27;1 793,96935791303;26,42%
2020-08-28;552,2;641;662;1,198841;1,27457644;-7,57%;41,91%;2020-08-28;1 776,56851129324;28,26%
2020-08-31;551,4;641;661;1,198766775;1,273709704;-7,49%;42,04%;2020-08-31;1 766,33053708924;29,34%
2020-09-01;554,8;641;662;1,193222783;1,272972933;-7,98%;41,06%;2020-09-01;1 769,44377579092;28,86%
2020-09-02;561,4;641;666;1,186319914;1,272486682;-8,62%;40,01%;2020-09-02;1 782,86118245368;28,24%
2020-09-03;554;641;657;1,185920578;1,272040385;-8,61%;41,05%;2020-09-03;1 760,61268973346;29,09%
2020-09-04;549,2;641;655;1,192643846;1,271352137;-7,87%;41,99%;2020-09-04;1 761,99466748159;27,58%
2020-09-07;561,6;641;667;1,187678063;1,27092675;-8,32%;39,96%;2020-09-07;1 799,25937755015;25,93%
2020-09-08;557,4;641;661;1,185862935;1,270444262;-8,46%;41,51%;2020-09-08;1 782,59515900161;27,23%
2020-09-09;572,6;641;668;1,166608453;1,269626518;-10,30%;35,66%;2020-09-09;1 812,58182621030;23,70%
2020-09-10;568,8;641;666;1,170886076;1,269034243;-9,81%;38,61%;2020-09-10;1 802,85163833480;25,96%
2020-09-11;567,8;641;666;1,172948221;1,268416358;-9,55%;38,43%;2020-09-11;1 801,45834437718;25,25%
2020-09-14;569,2;641;665;1,168306395;1,267788677;-9,95%;39,70%;2020-09-14;1 802,69247486201;26,46%
2020-09-15;572;641;669;1,16958042;1,267059231;-9,75%;37,94%;2020-09-15;1 818,80293157911;24,43%
2020-09-16;581,4;641;672;1,155830753;1,266164974;-11,03%;36,67%;2020-09-16;1 838,26241963555;23,70%
2020-09-17;575,8;641;672;1,1670719;1,265278998;-9,82%;38,87%;2020-09-17;1 833,74519899319;24,82%
2020-09-18;584,6;641;674;1,152925077;1,264188887;-11,13%;37,74%;2020-09-18;1 835,36315696434;25,26%
2020-09-21;563,2;641;658;1,168323864;1,263331678;-9,50%;42,68%;2020-09-21;1 770,60927119014;29,26%
2020-09-22;565,2;641;662;1,171266808;1,262654096;-9,14%;45,72%;2020-09-22;1 781,91792387642;30,54%
2020-09-23;567,8;641;668;1,176470588;1,261885768;-8,54%;42,59%;2020-09-23;1 795,63961814294;27,53%
2020-09-24;566;641;664;1,173144876;1,260847428;-8,77%;45,02%;2020-09-24;1 777,51432771402;30,49%
2020-09-25;572,8;641;667;1,164455307;1,259689543;-9,52%;45,53%;2020-09-25;1 783,86772965640;31,05%
2020-09-28;589,4;641;680;1,153715643;1,25830142;-10,46%;42,04%;2020-09-28;1 834,63939038428;28,05%
2020-09-29;588,4;641;681;1,157375935;1,257050984;-9,97%;42,22%;2020-09-29;1 836,59785605520;28,30%
2020-09-30;587;641;676;1,151618399;1,255861936;-10,42%;42,49%;2020-09-30;1 829,40487922928;28,16%
2020-10-01;579;641;674;1,164075993;1,254567062;-9,05%;45,98%;2020-10-01;1 830,04157647329;27,80%
2020-10-02;573,6;641;669;1,166317992;1,253287404;-8,70%;41,77%;2020-10-02;1 813,68573281304;26,12%
2020-10-05;579,8;641;675;1,16419455;1,251757365;-8,76%;41,84%;2020-10-05;1 839,67685152930;25,21%
2020-10-06;572,8;641;675;1,178421788;1,25015873;-7,17%;47,00%;2020-10-06;1 839,14828626935;26,93%
2020-10-07;570;641;674;1,18245614;1,248828942;-6,64%;49,96%;2020-10-07;1 839,22068609094;27,90%
2020-10-08;568;641;677;1,191901408;1,247729969;-5,58%;52,25%;2020-10-08;1 841,39526506868;29,50%
2020-10-09;566;641;673;1,189045936;1,246677584;-5,76%;52,01%;2020-10-09;1 840,06755299063;29,76%
2020-10-12;571,6;641;676;1,182645206;1,245493205;-6,28%;49,48%;2020-10-12;1 855,38837761839;28,06%
2020-10-13;565,8;641;674;1,191233651;1,244366072;-5,31%;50,94%;2020-10-13;1 833,45561907858;29,91%
2020-10-14;566,8;641;676;1,19266055;1,243446471;-5,08%;51,66%;2020-10-14;1 840,85374420271;29,52%
2020-10-15;556,8;641;666;1,19612069;1,242610543;-4,65%;53,23%;2020-10-15;1 812,95445324699;30,72%
2020-10-16;567,6;641;673;1,185694151;1,241589622;-5,59%;51,23%;2020-10-16;1 835,30452669279;29,77%
2020-10-19;567;702;698;1,231040564;1,241090646;-1,01%;51,18%;2020-10-19;1 841,58721208878;29,24%
2020-10-20;566,8;702;696;1,227946366;1,240719134;-1,28%;53,85%;2020-10-20;1 841,58575457234;29,95%
2020-10-21;557,2;702;690;1,23833453;1,24032685;-0,20%;56,86%;2020-10-21;1 820,71704317141;31,47%
2020-10-22;562,8;702;687;1,220682303;1,239796593;-1,91%;53,16%;2020-10-22;1 816,29319426220;31,06%
2020-10-23;565,6;702;690;1,219943423;1,239413256;-1,95%;52,90%;2020-10-23;1 819,93934845007;31,04%
2020-10-26;550,6;702;681;1,236832546;1,239148569;-0,23%;58,01%;2020-10-26;1 775,01192491398;34,86%
2020-10-27;547,6;702;681;1,243608473;1,239071207;0,45%;59,53%;2020-10-27;1 764,00846545195;36,14%
2020-10-28;535,6;702;669;1,249066468;1,238981136;1,01%;62,81%;2020-10-28;1 722,66481829898;39,64%
2020-10-29;535,4;702;668;1,247665297;1,238876566;0,88%;62,87%;2020-10-29;1 716,02673067636;40,27%
2020-10-30;534,4;702;669;1,251871257;1,238712098;1,32%;56,59%;2020-10-30;1 717,62243332631;38,19%
2020-11-02;541,6;702;676;1,248153619;1,238152165;1,00%;57,61%;2020-11-02;1 748,42434411348;36,32%
2020-11-03;553,4;702;684;1,235995663;1,237434413;-0,14%;51,72%;2020-11-03;1 772,27336095371;33,80%
2020-11-04;566,8;702;695;1,226182075;1,236792238;-1,06%;46,01%;2020-11-04;1 795,53141685848;29,78%
2020-11-05;573,4;702;701;1,222532264;1,236312479;-1,38%;45,31%;2020-11-05;1 822,21175320145;29,54%
2020-11-06;574,6;702;701;1,219979116;1,235789171;-1,58%;45,35%;2020-11-06;1 819,51694664935;30,34%
2020-11-09;593,2;702;714;1,203641268;1,235045097;-3,14%;39,51%;2020-11-09;1 888,73629464525;25,32%
2020-11-10;589,6;702;707;1,199118046;1,2338963;-3,48%;38,94%;2020-11-10;1 885,53683718985;26,02%
2020-11-11;598,2;702;715;1,195252424;1,232708136;-3,75%;37,21%;2020-11-11;1 902,88895330007;24,64%
2020-11-12;593,4;702;711;1,19817998;1,231453467;-3,33%;37,98%;2020-11-12;1 892,40676093121;25,40%
2020-11-13;594,2;702;713;1,199932683;1,230243786;-3,03%;39,15%;2020-11-13;1 897,29531985398;25,06%
2020-11-16;594;702;715;1,203703704;1,229083335;-2,54%;38,99%;2020-11-16;1 918,45978597248;22,56%
2020-11-17;596,2;702;714;1,197584703;1,227967866;-3,04%;39,68%;2020-11-17;1 922,19763630053;23,23%
2020-11-18;600,4;702;713;1,187541639;1,226697556;-3,92%;39,31%;2020-11-18;1 922,52911661187;24,23%
2020-11-19;598;702;713;1,192307692;1,22544589;-3,31%;37,73%;2020-11-19;1 915,39931244697;23,72%
2020-11-20;599;702;714;1,191986644;1,224240864;-3,23%;39,10%;2020-11-20;1 926,47089199450;24,28%
2020-11-23;594,2;702;711;1,196566813;1,223000773;-2,64%;37,93%;2020-11-23;1 921,77044148727;23,74%
2020-11-24;597;702;711;1,190954774;1,221769901;-3,08%;35,88%;2020-11-24;1 938,13841736058;21,10%
2020-11-25;595;702;707;1,188235294;1,220528573;-3,23%;36,34%;2020-11-25;1 931,43067211269;21,85%
2020-11-26;597,8;702;707;1,182669789;1,219250704;-3,66%;36,23%;2020-11-26;1 931,97143891364;21,62%
2020-11-27;595;702;710;1,193277311;1,21803875;-2,48%;34,79%;2020-11-27;1 937,09086163361;20,56%
2020-11-30;593,6;702;707;1,191037736;1,216824173;-2,58%;36,39%;2020-11-30;1 917,54189481033;22,12%
2020-12-01;592,2;702;709;1,197230665;1,215768619;-1,85%;35,73%;2020-12-01;1 923,99880427071;20,83%
2020-12-02;594,4;702;711;1,196164199;1,214625017;-1,85%;35,50%;2020-12-02;1 918,99476890855;22,15%
2020-12-03;589,8;702;711;1,205493388;1,213526959;-0,80%;34,17%;2020-12-03;1 912,17530626234;21,51%
2020-12-04;591,4;702;711;1,202231992;1,212405661;-1,02%;30,33%;2020-12-04;1 916,93832100287;18,55%
2020-12-07;590,8;702;711;1,203452945;1,211305471;-0,79%;31,17%;2020-12-07;1 907,60950031975;19,25%
2020-12-08;597,8;702;720;1,204416193;1,210392276;-0,60%;29,81%;2020-12-08;1 925,50432611736;19,40%
2020-12-09;592,6;702;719;1,213297334;1,209647279;0,37%;33,51%;2020-12-09;1 926,42347418625;21,37%
2020-12-10;589,4;702;712;1,208008144;1,208853938;-0,08%;32,11%;2020-12-10;1 906,81532945617;21,32%
2020-12-11;585,6;702;708;1,209016393;1,208076501;0,09%;32,88%;2020-12-11;1 891,21560606325;21,83%
2020-12-14;587,2;702;706;1,202316076;1,207254022;-0,49%;28,50%;2020-12-14;1 890,64874964022;19,22%
2020-12-15;588;702;704;1,197278912;1,206406961;-0,91%;28,53%;2020-12-15;1 889,83725093785;19,35%
2020-12-16;587,6;702;706;1,201497617;1,205557441;-0,41%;28,75%;2020-12-16;1 892,25870697842;19,39%
2020-12-17;593,8;702;702;1,182216234;1,204585372;-2,24%;27,99%;2020-12-17;1 885,17658819728;19,57%
2020-12-18;589,6;702;702;1,19063772;1,203588455;-1,30%;26,69%;2020-12-18;1 886,88435315453;18,36%
2020-12-21;576,2;702;694;1,204442902;1,202845118;0,16%;31,30%;2020-12-21;1 845,11256931894;22,21%
2020-12-22;581,2;702;698;1,200963524;1,202229723;-0,13%;27,67%;2020-12-22;1 863,28203675236;19,20%
2020-12-23;584;702;698;1,195205479;1,201470407;-0,63%;29,71%;2020-12-23;1 867,99343546921;20,86%
2020-12-24;584;702;698;1,195205479;1,200820914;-0,56%;28,55%;2020-12-24;1 867,99343546921;19,93%
2020-12-25;584;702;698;1,195205479;1,200100924;-0,49%;28,25%;2020-12-25;1 867,99343546921;19,57%
2020-12-28;594,8;702;704;1,183591123;1,19933208;-1,57%;28,07%;2020-12-28;1 886,37846505422;19,33%
2020-12-29;601,4;702;708;1,177253076;1,198472546;-2,12%;28,07%;2020-12-29;1 893,06193308672;20,28%
2020-12-30;599,2;702;703;1,173230975;1,197680524;-2,44%;30,73%;2020-12-30;1 874,73999058984;22,51%
2020-12-31;599,2;702;703;1,173230975;1,196938608;-2,37%;31,47%;2020-12-31;1 874,73999058984;23,48%
2021-01-04;610;702;710;1,163934426;1,196049965;-3,21%;27,88%;2021-01-04;1 895,49385808698;21,96%
2021-01-05;600,2;702;710;1,18293902;1,195409077;-1,25%;31,72%;2021-01-05;1 892,35339867675;22,95%
2021-01-07;611,4;702;723;1,182531894;1,194841104;-1,23%;28,71%;2021-01-07;1 939,49035724811;19,94%
2021-01-08;621;702;730;1,175523349;1,194285715;-1,88%;26,66%;2021-01-08;1 949,36962379929;19,28%
